componente,ambito,concepto,porcentaje,pais,declarado,programado
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,NIC,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,PAN,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,PAR,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,PER,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,REP,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,SAL,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,URU,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95,VEN,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,ARG,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,BOL,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,BRA,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,CHL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,COL,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,CRI,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,CUB,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,ECU,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,GUA,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,HON,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,MEX,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,NIC,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,PAN,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,PAR,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,PER,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,REP,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,SAL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,URU,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Dignidad,63,VEN,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,ARG,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,BOL,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,BRA,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,CHL,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,COL,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,CRI,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,CUB,1,0
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,ECU,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,GUA,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,HON,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,MEX,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,NIC,1,0
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,PAN,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,PAR,0,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,PER,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,REP,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,SAL,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,URU,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Diversidad,100,VEN,1,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,ARG,0,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,BOL,0,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,BRA,0,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,CHL,0,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,COL,1,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,CRI,1,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,CUB,0,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,ECU,1,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,GUA,1,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,HON,1,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,MEX,1,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,NIC,0,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,PAN,1,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,PAR,0,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,PER,0,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,REP,1,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,SAL,0,0
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,URU,0,1
Educación para el desarrollo sostenible,Acciones,Ecología-Ecológicas,68,VEN,1,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,ARG,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,BOL,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,BRA,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,CHL,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,COL,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,CRI,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,CUB,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,ECU,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,GUA,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,HON,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,MEX,1,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,NIC,0,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,PAN,1,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,PAR,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,PER,1,1
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,REP,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,SAL,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,URU,0,0
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37,VEN,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,ARG,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,BOL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,BRA,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,CHL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,COL,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,CRI,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,CUB,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,ECU,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,GUA,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,HON,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,MEX,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,NIC,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,PAN,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,PAR,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,PER,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,REP,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,SAL,0,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,URU,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Empatía,42,VEN,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,ARG,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,BOL,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,BRA,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,CHL,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,COL,1,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,CRI,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,CUB,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,ECU,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,GUA,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,HON,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,MEX,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,NIC,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,PAN,1,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,PAR,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,PER,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,REP,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,SAL,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,URU,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37,VEN,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,ARG,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,BOL,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,BRA,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,CHL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,COL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,CRI,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,CUB,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,ECU,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,GUA,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,HON,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,MEX,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,NIC,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,PAN,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,PAR,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,PER,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,REP,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,SAL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,URU,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Equidad,58,VEN,1,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,ARG,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,BOL,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,BRA,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,CHL,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,COL,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,CRI,1,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,CUB,0,1
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,ECU,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,GUA,1,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,HON,1,1
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,MEX,1,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,NIC,1,1
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,PAN,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,PAR,1,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,PER,1,1
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,REP,1,1
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,SAL,0,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,URU,1,0
Educación para la ciudadanía mundial,Equidad de género,Equidad de género,53,VEN,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,ARG,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,BOL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,BRA,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,CHL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,COL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,CRI,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,CUB,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,ECU,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,GUA,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,HON,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,MEX,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,NIC,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,PAN,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,PAR,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,PER,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,REP,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,SAL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,URU,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Felicidad,16,VEN,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,ARG,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,BOL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,BRA,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,CHL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,COL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,CRI,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,CUB,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,ECU,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,GUA,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,HON,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,MEX,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,NIC,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,PAN,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,PAR,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,PER,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,REP,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,SAL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,URU,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Fraternidad,5,VEN,1,0
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,ARG,0,1
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,BOL,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,BRA,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,CHL,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,COL,1,0
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,CRI,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,CUB,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,ECU,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,GUA,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,HON,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,MEX,1,0
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,NIC,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,PAN,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,PAR,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,PER,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,REP,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,SAL,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,URU,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Globalización,63,VEN,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,ARG,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,BOL,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,BRA,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,CHL,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,COL,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,CRI,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,CUB,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,ECU,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,GUA,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,HON,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,MEX,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,NIC,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,PAN,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,PAR,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,PER,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,REP,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,SAL,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,URU,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Identidad,100,VEN,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,ARG,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,BOL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,BRA,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,CHL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,COL,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,CRI,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,CUB,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,ECU,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,GUA,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,HON,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,MEX,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,NIC,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,PAN,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,PAR,1,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,PER,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,REP,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,SAL,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,URU,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Igualdad,79,VEN,1,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,ARG,0,1
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,BOL,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,BRA,1,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,CHL,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,COL,1,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,CRI,1,1
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,CUB,1,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,ECU,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,GUA,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,HON,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,MEX,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,NIC,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,PAN,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,PAR,1,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,PER,1,1
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,REP,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,SAL,0,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,URU,1,0
Educación para el desarrollo sostenible,Habilidades,Imaginación de hipótesis futuras,42,VEN,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,ARG,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,BOL,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,BRA,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,CHL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,COL,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,CRI,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,CUB,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,ECU,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,GUA,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,HON,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,MEX,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,NIC,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,PAN,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,PAR,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,PER,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,REP,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,SAL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,URU,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Inclusión,79,VEN,1,0
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,ARG,1,0
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,BOL,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,BRA,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,CHL,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,COL,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,CRI,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,CUB,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,ECU,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,GUA,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,HON,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,MEX,1,1
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,NIC,0,0
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74,PAN,1,1
