cod_pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria
cr,,26,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general."
cr,,16,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia."
cr,,15,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.
cr,,9,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.
Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación."
cr,,0,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos."
cr,,14,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna."
cu,0,0,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas.
Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas."
cu,21,19,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción.
Capacidad de establecer relaciones entre ellos y el entorno."
cu,10,9,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. 
Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.
Conocimiento y uso adecuado de distintos instrumentos de medición."
cu,61,67,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos.
Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones."
cu,8,5,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas.
Conocimiento para plantear y resolver ecuaciones simples de una variable."
cu,61,46,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos)."
cu,10,14,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos."
cu,10,15,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)."
cu,18,24,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos)."
cu,0,2,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión)."
cu,32,36,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.)."
cu,30,45,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial)."
cu,5,9,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.)."
cu,27,9,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia."
cu,5,0,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma."
cu,,2,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente."
cu,,30,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general."
cu,,5,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia."
cu,,10,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.
cu,,0,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.
Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación."
cu,,38,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos."
cu,,15,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna."
ec,5,9,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas.
Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas."
ec,17,15,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción.
Capacidad de establecer relaciones entre ellos y el entorno."
ec,27,17,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. 
Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.
Conocimiento y uso adecuado de distintos instrumentos de medición."
ec,34,58,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos.
Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones."
ec,17,1,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas.
Conocimiento para plantear y resolver ecuaciones simples de una variable."
ec,27,32,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos)."
ec,46,32,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos."
ec,9,10,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)."
ec,0,5,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos)."
ec,18,21,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión)."
ec,17,25,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.)."
ec,33,19,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial)."
ec,17,13,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.)."
ec,17,13,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia."
ec,17,31,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma."
ec,,15,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente."
ec,,17,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general."
ec,,10,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia."
ec,,15,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.
ec,,7,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.
Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación."
ec,,15,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos."
ec,,20,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna."
sv,3,15,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas.
Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas."
sv,11,23,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción.
Capacidad de establecer relaciones entre ellos y el entorno."
sv,30,17,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. 
Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.
Conocimiento y uso adecuado de distintos instrumentos de medición."
sv,56,45,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos.
Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones."
sv,0,0,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas.
Conocimiento para plantear y resolver ecuaciones simples de una variable."
sv,36,36,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos)."
sv,5,2,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos."
sv,40,32,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)."
sv,20,30,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos)."
sv,0,0,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión)."
sv,34,48,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.)."
sv,21,30,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial)."
sv,31,21,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.)."
sv,11,0,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia."
sv,2,1,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma."
sv,,24,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente."
sv,,37,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general."
sv,,3,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia."
sv,,7,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.
sv,,6,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.
Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación."
sv,,17,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos."
sv,,7,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna."
gt,9,3,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas.
Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas."
gt,18,24,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción.
Capacidad de establecer relaciones entre ellos y el entorno."
gt,24,17,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. 
Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.
Conocimiento y uso adecuado de distintos instrumentos de medición."
gt,34,48,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos.
Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones."
gt,15,7,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas.
Conocimiento para plantear y resolver ecuaciones simples de una variable."
gt,35,30,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos)."
gt,16,25,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos."
gt,34,17,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)."
gt,13,17,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos)."
gt,2,11,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión)."
gt,5,7,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.)."
gt,24,16,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial)."
gt,39,51,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.)."
gt,24,19,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia."
gt,7,7,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma."
gt,,29,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente."
gt,,37,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general."
gt,,4,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia."
gt,,3,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.
gt,,0,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.
Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación."
gt,,24,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos."
gt,,4,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna."
hn,9,0,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas.
Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas."
hn,32,20,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción.
Capacidad de establecer relaciones entre ellos y el entorno."
hn,32,20,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. 
Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.
Conocimiento y uso adecuado de distintos instrumentos de medición."
hn,28,60,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos.
Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones."
hn,0,0,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas.
Conocimiento para plantear y resolver ecuaciones simples de una variable."
hn,11,4,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos)."
hn,36,49,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos."
hn,31,38,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)."
hn,21,2,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos)."
hn,0,6,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión)."
hn,33,36,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.)."
hn,16,15,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial)."
hn,29,28,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.)."
hn,13,3,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia."
hn,10,18,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma."
hn,,16,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente."
hn,,27,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general."
hn,,18,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia."
hn,,9,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.
hn,,6,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.
Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación."
hn,,15,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos."
hn,,9,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna."
mx,10,8,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas.
Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas."
mx,7,16,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción.
Capacidad de establecer relaciones entre ellos y el entorno."
mx,14,18,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. 
Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.
Conocimiento y uso adecuado de distintos instrumentos de medición."
mx,62,55,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos.
Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones."
mx,7,3,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas.
Conocimiento para plantear y resolver ecuaciones simples de una variable."
mx,29,26,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos)."
mx,16,17,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos."
mx,35,33,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)."
mx,12,17,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos)."
mx,7,7,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión)."
mx,33,80,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.)."
