pais,codigo,porcentaje_3grado,porcentaje_6grado,comparativo_barra,letra_magn,letra_ord,nombre_categoria,materia,ej_3grado,ej_6grado
CHL,cl,7,12,Chile,1,E,Patrones y álgebra,Matemáticas,"Resolver ecuaciones de un paso que involucren adiciones y sustracciones y un símbolo geométrico que represente un número desconocido, en forma pictórica   y simbólica del  al 1.
(3° grado)","Resolver ecuaciones de primer grado con una incógnita, utilizando estrategias como usar una balanza y usar la descomposición y la correspondencia 1 a 1 entre los términos en cada lado de la ecuación y aplicando procedimientos formales de resolución.
(6° grado)"
CHL,cl,27,33,Chile,1,B,Conocimiento sobre el código,Escritura,"Escribir correctamente para facilitar la comprensión por parte del lector, aplicando lo aprendido en años anteriores y usando de manera apropiada:
› mayúsculas al iniciar una oración y al escribir sustantivos propios
› punto al finalizar una oración y punto aparte al finalizar un párrafo
› plurales de palabras terminadas en z
› palabras con ge-gi, je-ji
› palabras terminadas en cito-cita
› coma en enumeración (3° grado).","Escribir correctamente para facilitar la comprensión por parte del lector, aplicando todas las reglas de ortografía literal, acentual y puntual aprendidas en años anteriores, además de:
› escritura de los verbos haber, tener e ir, en los tiempos más utilizados
› coma en frases explicativas
› coma en presencia de conectores que la requieren
› acentuación de pronombres interrogativos y exclamativos (6° grado)"
CHL,cl,36,33,Chile,1,E,Procesos involucrados en la escritura,Escritura,"Escribir, revisar y editar sus textos para satisfacer un propósito y transmitir sus ideas con claridad. Durante este proceso:
› organizan las ideas en párrafos separados con punto aparte
› utilizan conectores apropiados
› utilizan un vocabulario variado
› mejoran la redacción del texto a partir de sugerencias de los pares y el docente
› corrigen la ortografía y la presentación (3° grado).","Escribir, revisar y editar sus textos para satisfacer un propósito y transmitir sus ideas con claridad. Durante este proceso:
› agregan ejemplos, datos y justificaciones para profundizar las ideas
› emplean un vocabulario preciso y variado, y un registro adecuado
› releen a medida que escriben
› aseguran la coherencia y agregan conectores
› editan, en forma independiente, aspectos de ortografía y presentación
› utilizan las herramientas del procesador de textos para buscar sinónimos, corregir ortografía y gramática, y dar formato (cuando escriben en computador) (6° grado)."
CHL,cl,9,17,Chile,1,C,Escritura Diversidad Textual,Escritura,"Escribir frecuentemente, para desarrollar la creatividad y expresar sus ideas, textos como poemas, diarios de vida, cuentos, anécdotas, cartas, comentarios sobre sus lecturas, etc. (3° grado).","Escribir frecuentemente, para desarrollar la creatividad y expresar sus ideas, textos como poemas, diarios de vida, cuentos, anécdotas, cartas, blogs, etc. (6° grado)."
CHL,cl,0,0,Chile,1,D,Morfosintaxis,Escritura,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
CHL,cl,27,17,Chile,1,A,Coherencia y cohesión,Escritura,"Escribir creativamente narraciones (experiencias personales, relatos de hechos, cuentos, etc.) que incluyan:
› una secuencia lógica de eventos (…)
› conectores adecuados (3° grado).","Escribir creativamente narraciones (relatos de experiencias personales, noticias, cuentos, etc.) que: (…)
› utilicen conectores adecuados
› tengan coherencia en sus oraciones
› incluyan descripciones y diálogo (si es pertinente) que desarrollen la trama, los personajes y el ambiente (6° grado)."
CHL,cl,36,27,Chile,1,C,Lectura Diversidad Textual,Lectura,"Leer y familiarizarse con un amplio repertorio de literatura para aumentar su conocimiento del mundo y desarrollar su imaginación; por ejemplo:
› poemas
› cuentos folclóricos y de autor
› fábulas
› leyendas
› mitos
› novelas
› historietas
› otros (3° grado).","Leer y familiarizarse con un amplio repertorio de literatura para aumentar su conocimiento del mundo, desarrollar su imaginación y reconocer su valor social y cultural; por ejemplo:
› poemas
› cuentos folclóricos y de autor
› fábulas
› leyendas
› mitos
› novelas
› historietas
› otros (6° grado)."
CHL,cl,9,9,Chile,1,A,Comprensión lectora literal e inferencial,Lectura,"Profundizar su comprensión de las narraciones leídas:
› extrayendo información explícita e implícita
› reconstruyendo la secuencia de las acciones en la historia
› describiendo a los personajes
› describiendo el ambiente en que ocurre la acción (…) (3° grado).","Analizar aspectos relevantes de las narraciones leídas para profundizar su comprensión:
› identificando las acciones principales del relato y explicando cómo influyen en el desarrollo de la historia
› explicando las actitudes y reacciones de los personajes de acuerdo con sus motivaciones y las situaciones que viven
› describiendo el ambiente y las costumbres representadas en el texto y explicando su influencia en las acciones del relato
› relacionando el relato, si es pertinente, con la época y el lugar en que se ambienta
› interpretando el lenguaje figurado presente en el texto (…) (6° grado)."
CHL,cl,18,27,Chile,1,D,Estrategias de lectura,Lectura,"Comprender textos, aplicando estrategias de comprensión lectora; por ejemplo: (…)
› releer lo que no fue comprendido
› visualizar lo que describe el texto
› recapitular
› formular preguntas sobre lo leído y responderlas
› subrayar información relevante en un texto (3° grado).","Comprender textos, aplicando estrategias de comprensión lectora; por ejemplo: (…)
› releer lo que no fue comprendido
› formular preguntas sobre lo leído y responderlas
› organizar la información en esquemas o mapas conceptuales
› resumir (6° grado)."
CHL,cl,18,9,Chile,1,B,Decodificación,Lectura,"Leer en voz alta de manera fluida variados textos apropiados a su edad:
› pronunciando cada palabra con precisión
› respetando la coma, el punto y los signos de exclamación e interrogación
› leyendo con velocidad adecuada para el nivel (3° grado).","Leer de manera fluida textos variados apropiados a su edad:
› pronunciando las palabras con precisión
› respetando la prosodia indicada por todos los signos de puntuación
› decodificando de manera automática la mayoría de las palabras del texto (6° grado"
CHL,cl,18,27,Chile,1,E,Reflexión y evaluación,Lectura,"Leer independientemente y comprender textos no literarios (cartas, biografías, relatos históricos, instrucciones, libros y artículos informativos, noticias, etc.) para ampliar su conocimiento del mundo y formarse una opinión:
(…)
› formulando una opinión sobre algún aspecto de la lectura
› fundamentando su opinión con información del texto o sus conocimientos previos (3° grado).","Evaluar críticamente la información presente en textos de diversa procedencia:
› determinando quién es el emisor, cuál es su propósito y a quién dirige el mensaje
› evaluando si un texto entrega suficiente información para responder una determinada pregunta o cumplir un propósito
› comparando la información que se entrega sobre una misma noticia en distintas fuentes (6° grado)."
CHL,cl,,0,Chile,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
CHL,cl,,22,Chile,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,"Investigar y comunicar los efectos nocivos de algunas drogas para la salud, proponiendo conductas de protección."
CHL,cl,,17,Chile,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,Analizar los efectos de la actividad humana sobre las redes alimentarias.
CHL,cl,,28,Chile,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,
CHL,cl,,17,Chile,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,
CHL,cl,,0,Chile,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
CHL,cl,,17,Chile,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,"Describir las características de las capas de la Tierra (atmósfera, litósfera e hidrósfera) que posibilitan el desarrollo de la vida y proveen recursos para el ser humano, y proponer medidas de protección de dichas capas."
CHL,cl,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
CHL,cl,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
CHL,cl,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
CHL,cl,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
CHL,cl,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
CHL,cl,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
CHL,cl,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
CHL,cl,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
CHL,cl,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
CHL,cl,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
CHL,cl,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
CHL,cl,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
CHL,cl,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
CHL,cl,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
CHL,cl,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
CHL,cl,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
CHL,cl,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
CHL,cl,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
CHL,cl,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
CHL,cl,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
CHL,cl,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
CHL,cl,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
COL,co,22,36,Colombia,1,A,Estadística y probabilidad,Matemáticas,"Características de la población y hallazgo de su tamaño a partir de diferentes representaciones estadísticas.
(3° grado)","Lee y extrae la información estadística publicada en diversas fuentes. 
(6° grado)"
COL,co,17,26,Colombia,1,B,Geometría,Matemáticas,"Relaciona objetos de su entorno con formas bidimensionales y tridimensionales, nombra y describe sus elementos.
(3° grado)","Calcular ángulos en rectas paralelas cortadas por una transversal y en triángulos.
(6° grado)"
COL,co,24,12,Colombia,1,C,Magnitudes y medidas,Matemáticas,"Realiza mediciones de un mismo objeto con otros de diferente tamaño y establece equivalencias entre ellas.
(3° grado)","Estima el resultado de una medición sin realizarla, de acuerdo con un referente previo y aplica el proceso de estimación elegido y valora el resultado de acuerdo con los datos y contexto de un problema.
(6° grado)"
COL,co,22,24,Colombia,1,D,Número y operaciones,Matemáticas,"Propiedades de las operaciones y del Sistema de Numeración Decimal para justificar acciones como: descomposición de números, completar hasta la decena más cercana, duplicar, cambiar la posición, multiplicar abreviadamente por múltiplos de 1, entre otros.
(3° grado)","Resuelve problemas en los que intervienen cantidades positivas y negativas en procesos de comparación, transformación y representación.
(6° grado)"
COL,co,15,2,Colombia,1,E,Patrones y álgebra,Matemáticas,"Propuesta de soluciones con base en los datos a pesar de no conocer el número.
(3° grado)","Describe procedimientos para resolver ecuaciones lineales.
(6° grado)"
COL,co,10,33,Colombia,1,B,Conocimiento sobre el código,Escritura,"Reviso, socializo y corrijo mis escritos, teniendo en cuenta las propuestas de mis compañeros y profesor, y atendiendo algunos aspectos (…) ortográficos (acentuación, mayúsculas, signos de puntuación) de la lengua castellana (3° grado).","Identifico en situaciones comunicativas auténticas algunas variantes lingüísticas de mi entorno, generadas por ubicación geográfica, diferencia social o generacional, profesión, oficio, entre otras (6° grado)."
COL,co,50,33,Colombia,1,E,Procesos involucrados en la escritura,Escritura,Elaboro un plan para organizar mis ideas (3° grado).,"Produzco una primera versión del texto narrativo teniendo en cuenta personajes, espacio, tiempos y vínculos con otros textos y con mi entorno (6° grado)."
COL,co,20,20,Colombia,1,C,Escritura Diversidad Textual,Escritura,Elijo el tipo de texto que requiere mi propósito comunicativo (3° grado).,"Produzco una primera versión del texto narrativo teniendo en cuenta personajes, espacio, tiempos y vínculos con otros textos y con mi entorno (6° grado)."
COL,co,10,7,Colombia,1,D,Morfosintaxis,Escritura,"Reviso, socializo y corrijo mis escritos, teniendo en cuenta las propuestas de mis compañeros y profesor, y atendiendo algunos aspectos gramaticales (concordancia, tiempos verbales, pronombres) (…) de la lengua castellana (3° grado).
","Reescribo un texto, teniendo en cuenta aspectos de coherencia (unidad temática, relaciones lógicas, consecutividad temporal...) y cohesión (conectores, pronombres, manejo de modos verbales, puntuación...) (6° grado)."
COL,co,10,7,Colombia,1,A,Coherencia y cohesión,Escritura,"Reviso, socializo y corrijo mis escritos, teniendo en cuenta las propuestas de mis compañeros y profesor, y atendiendo algunos aspectos gramaticales (concordancia, tiempos verbales, pronombres) y ortográficos (acentuación, mayúsculas, signos de puntuación) de la lengua castellana (3° grado).","Reescribo un texto, teniendo en cuenta aspectos de coherencia (unidad temática, relaciones lógicas, consecutividad temporal...) y cohesión (conectores, pronombres, manejo de modos verbales, puntuación...) (6° grado)."
COL,co,37,41,Colombia,1,C,Lectura Diversidad Textual,Lectura,"Leo diferentes clases de textos: manuales, tarjetas, afiches, cartas, periódicos, etc. (3° grado).",Reconozco las características de los diversos tipos de texto que leo (6° grado).
COL,co,9,0,Colombia,1,A,Comprensión lectora literal e inferencial,Lectura,Identifico (…) la idea global de un texto (3° grado).,No hay ejemplos en el currículo de este país.
COL,co,29,22,Colombia,1,D,Estrategias de lectura,Lectura,"Elaboro hipótesis acerca del sentido global de los textos, antes y durante el proceso de lectura; para el efecto, me apoyo en mis conocimientos previos, las imágenes y los títulos (3° grado).","Formulo hipótesis de comprensión acerca de las obras literarias que leo teniendo en cuenta género, temática, época y región  (6° grado)."
COL,co,14,0,Colombia,1,B,Decodificación,Lectura,Entiendo el lenguaje empleado en historietas y otros tipos de textos con imágenes fijas (3° grado).,No hay ejemplos en el currículo de este país.
COL,co,11,37,Colombia,1,E,Reflexión y evaluación,Lectura,Reconozco la función social de los diversos tipos de textos que leo (3° grado).,Relaciono la forma y el contenido de los textos que leo y muestro cómo se influyen mutuamente (6° grado).
COL,co,,16,Colombia,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,Indago sobre un avance tecnológico en medicina y explico el uso de las ciencias naturales en su desarrollo.
COL,co,,11,Colombia,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,"Reconozco los efectos nocivos del exceso en el consumo de cafeína, tabaco, drogas y licores."
COL,co,,13,Colombia,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,Caracterizo ecosistemas y analizo el equilibrio dinámico entre sus poblaciones.
COL,co,,13,Colombia,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,
COL,co,,18,Colombia,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,
COL,co,,20,Colombia,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,Explico la estructura de la célula y las funciones básicas de sus componentes.
COL,co,,9,Colombia,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,Explico las consecuencias del movimiento de las placas tectónicas sobre la corteza de la Tierra.
COL,co,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
COL,co,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
COL,co,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
COL,co,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
COL,co,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
COL,co,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
COL,co,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
COL,co,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
COL,co,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
COL,co,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
COL,co,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
COL,co,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
COL,co,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
COL,co,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
COL,co,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
COL,co,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
COL,co,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
COL,co,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
COL,co,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
COL,co,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
COL,co,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
COL,co,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
CRI,cr,18,10,Costa Rica,1,A,Estadística y probabilidad,Matemáticas,"Resumir los datos por medio de cuadros que incluyan frecuencias absolutas o gráficos de barras.
(3° grado)","La probabilidad de cualquier evento es un valor numérico entre  y 1 inclusive 
(6° grado)"
CRI,cr,24,30,Costa Rica,1,B,Geometría,Matemáticas,"Clasificar polígonos según el número de sus lados (triángulo, cuadrilátero, pentágono, hexágono).
(3° grado)","Identificar elementos de una circunferencia (diámetro, radio, centro, cuerda, ángulo central, cuadrante).
(6° grado)"
CRI,cr,36,18,Costa Rica,1,C,Magnitudes y medidas,Matemáticas,"Realizar conversiones de medida entre el metro, sus múltiplos y submúltiplos.
(3° grado)","Establecer relaciones entre el decímetro cúbico y el litro, así como múltiplos y submúltiplos de ellos."
CRI,cr,17,38,Costa Rica,1,D,Número y operaciones,Matemáticas,"Representar sumas y restas en la recta numérica.
(3° grado)","Aplicar los conceptos de divisibilidad, divisor, factor y múltiplo de un número natural en la resolución de problemas.
(6° grado)"
CRI,cr,5,4,Costa Rica,1,E,Patrones y álgebra,Matemáticas,"Plantear y resolver problemas que involucran valores faltantes en una tabla o expresión matemática.
(3° grado)","Plantear y resolver problemas aplicando ecuaciones de primer grado.}
(6° grado)"
CRI,cr,37,27,Costa Rica,1,B,Conocimiento sobre el código,Escritura,"Vocabulario básico ortográfico.
Como: 
Familias de palabras: prefijos y sufijos (3° grado).","Relación de los cambios semánticos a partir de la ubicación de la sílaba tónica dentro de las palabras (en palabras agudas, graves, esdrújulas, sobreesdrújulas) (6° grado)."
CRI,cr,17,5,Costa Rica,1,E,Procesos involucrados en la escritura,Escritura,Revisión textual (…). Ejecución de técnicas de revisión de textos (3° grado).,"Diferentes tipos de diccionarios (…).  Utilización de soportes
escritos (biblioteca, internet, guía
telefónica) como ayuda durante
el proceso de planificación de la
producción textual escrita para
generar ideas, compartir con
otras personas la generación de
conocimientos, aprovechar los
aportes de los demás, entre otras (6° grado)."
CRI,cr,11,35,Costa Rica,1,C,Escritura Diversidad Textual,Escritura,"Producción textual (…).Elaboración (por sí mismo) de pequeños textos
informativos, narrativos, descriptivos y expositivos en los cuales se visualice claramente la estructura del tipo de texto estudiado (3° grado).","Tipología textual (…).Utilización de diferentes tipos de textos (expositivos, narrativos y descriptivos), que sirvan como modelo para diversos propósitos en
la producción textual oral y
escrita (noticias, el periódico,
recados, instrucciones, cuentos,
adivinanzas, trabalenguas, chistes, refranes, frases célebres, dichos populares, leyendas, entre otros) (6° grado)."
CRI,cr,30,31,Costa Rica,1,D,Morfosintaxis,Escritura,"Elementos gramaticales.
Como:
- Artículos definidos e indefinidos.
- Sustantivos.
- Adjetivos calificativos.
- Pronombre personal y determinativo.
- Concordancias entre el artículo, sustantivo y adjetivo (3° grado).","Relación entre las partes de la oración y la función que cumplen estos elementos dentro del texto:
- Sustantivos comunes y propios.
- Adjetivos calificativos y
determinantes.
- Artículos definidos e indefinidos.
- Verbo.
- Conjunción.
- Adverbio.
- Preposición  (6° grado)."
CRI,cr,6,1,Costa Rica,1,A,Coherencia y cohesión,Escritura,"Producción textual:
•Relación del tema con el contenido (coherencia).
•Relación lógica de los enunciados (cohesión) (…) (3° grado).",(…) Coherencia entre las ideas (…) (6° grado).
CRI,cr,27,17,Costa Rica,1,C,Lectura Diversidad Textual,Lectura,"4. Tipología textual.
Como:
•Estructura (introducción,
desarrollo y conclusión).
•Características del texto en
estudio.
•Elementos del texto:
	Personajes.
	Lugares.
	Sucesos.
	Moralejas (3° grado).","9. Diferencias y semejanzas
entre los diversos géneros
literarios:
•Estructura y contenido
del tipo de texto literario.
•Características de los
géneros literarios (…) (6° grado). "
CRI,cr,41,37,Costa Rica,1,A,Comprensión lectora literal e inferencial,Lectura,"Ideas principales e ideas
complementarias del texto.
Como: (…)
•Relación de conocimientos
previos con los conocimientos
del contenido textual (…)(3° grado).","Reconstrucciones del
sentido textual
Como: (…)
•Relación de analogías
o/y contrastes con las
experiencias previas.
•Relación entre las ideas
principales y otros elementos
que conforman el texto (…)(6° grado)."
CRI,cr,20,46,Costa Rica,1,D,Estrategias de lectura,Lectura,"Predictores de lectura.
Como:
•Relación de los predictores
de lectura (título, subtítulos
portada, prólogo, índice,
cuerpo del libro, nombre
del autor, encabezado,
dedicatoria, epígrafe) con el
contenido textual (3° grado).","Reconstrucciones del
sentido textual
Como:
•Relación entre los
predictores textuales y las
hipótesis textuales (…) (6° grado)."
CRI,cr,11,0,Costa Rica,1,B,Decodificación,Lectura,"Producción textual.
Como:
- Pronunciación.
- Pausas.
- Entonación.
- Ritmo.
- Articulación.
- Proyección de la voz (3° grado).",No hay ejemplos en el currículo de este país.
CRI,cr,2,0,Costa Rica,1,E,Reflexión y evaluación,Lectura,(…) Propósito comunicativo (3° grado).,No hay ejemplos en el currículo de este país.
CRI,cr,,20,Costa Rica,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,"Algunas implicaciones, positivas y negativas, de los avances científicos y tecnológicos en la salud, el bienestar humano y el ambiente en general: Modificaciones en el material genético de plantas, animales y otros seres vivos, Producción de materiales."
CRI,cr,,26,Costa Rica,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,"Componentes del sistema nervioso: Células nerviosas (neuronas); Órganos del sistema nervioso central (encéfalo: cerebro, cerebelo y el bulbo raquídeo); Médula espinal; Órganos del sistema nervioso periférico (nervios)."
CRI,cr,,16,Costa Rica,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,"Representación, por medio de diferentes formas artísticas, de sus ideas iniciales de individuo, población, comunidad, ecosistema, biosfera."
CRI,cr,,15,Costa Rica,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,
CRI,cr,,9,Costa Rica,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,
CRI,cr,,0,Costa Rica,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
CRI,cr,,14,Costa Rica,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,"Características de algunos cuerpos del Sistema Solar: Forma, tamaño, posición y movimientos."
CRI,cr,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
CRI,cr,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
CRI,cr,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
CRI,cr,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
CRI,cr,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
CRI,cr,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
CRI,cr,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
CRI,cr,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
CRI,cr,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
CRI,cr,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
CRI,cr,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
CRI,cr,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
CRI,cr,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
CRI,cr,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
CRI,cr,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
CRI,cr,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
CRI,cr,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
CRI,cr,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
CRI,cr,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
CRI,cr,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
CRI,cr,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
CRI,cr,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
CUB,cu,0,0,Cuba,1,A,Estadística y probabilidad,Matemáticas,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
CUB,cu,21,19,Cuba,1,B,Geometría,Matemáticas,"Reconocimiento de prismas en objetos del medio circundante y en modelos.
(3° grado)","Triángulo: clasificación según sus lados y ángulos.
(6° grado)"
CUB,cu,10,9,Cuba,1,C,Magnitudes y medidas,Matemáticas,"Introducción del kilómetro y de las relaciones kilómetro-metro, metro-milímetro; ejercicios de conversión.
(3° grado)","Unidades de volumen. El decímetro cúbico y su relación con el centímetro cúbico. El metro cúbico y su relación con el decímetro cúbico y el centímetro cúbico. El milímetro cúbico.
(6° grado)"
CUB,cu,61,67,Cuba,1,D,Número y operaciones,Matemáticas,"Determinación del antecesor y sucesor.
(3° grado)","Cálculo de sumas, diferencias, multiplicación, división y potenciación.
(6° grado)"
CUB,cu,8,5,Cuba,1,E,Patrones y álgebra,Matemáticas,Introducción y solución de ecuaciones del tipo 67 – x = 25.,Sustitución de valores de la variable en una ecuación. Concepto de valores que satisfacen una ecuación. Soluciones. Conjunto solución.
CUB,cu,61,46,Cuba,1,B,Conocimiento sobre el código,Escritura,Ortografía de palabras de uso frecuente y no sujetas a reglas (3° grado).,"Otros usos de mayúscula en siglas, algunas abreviaturas, nombres de instituciones y organizaciones. La tilde en las mayúsculas (6° grado)."
CUB,cu,10,14,Cuba,1,E,Procesos involucrados en la escritura,Escritura,"Redactar párrafos en forma colectiva, partiendo de ilustraciones (3° grado).",Redactar párrafos en los que se desarrollen ideas esenciales previamente dadas (6° grado).
CUB,cu,10,15,Cuba,1,C,Escritura Diversidad Textual,Escritura,Carta y sus partes (3° grado).,"Redactar composiciones narrativas, cartas y telegramas (6° grado)."
CUB,cu,18,24,Cuba,1,D,Morfosintaxis,Escritura,Ejercitar la distinción de sustantivos propios (3° grado).,Distinguir el antepresente y el antepretérito del modo indicativo y conjugar verbos en esos tiempos (6° grado).
CUB,cu,0,2,Cuba,1,A,Coherencia y cohesión,Escritura,No hay ejemplos en el currículo de este país.,"Distinguir y emplear las conjunciones y (e), ni, o (u), sino, pero, mas (6° grado)."
CUB,cu,32,36,Cuba,1,C,Lectura Diversidad Textual,Lectura,Familiarizarse con anécdotas e instrucciones (3° grado).,"Reconocer en forma práctica, noticias, avisos, historietas y chistes (6° grado)."
CUB,cu,30,45,Cuba,1,A,Comprensión lectora literal e inferencial,Lectura,"Demostrar la comprensión de lo leído en forma oral y escrita, en silencio, al explicar el significado de algunas palabras y oraciones, al responder a preguntas sobre el contenido del texto, al hallar palabras y expresiones que se refieran a personajes y a las acciones que estos realizan, al establecer relaciones entre las ilustraciones y el contenido de las lecturas (3° grado).",Reconocer las ideas esenciales en párrafos y fragmentos leídos (6° grado).
CUB,cu,5,9,Cuba,1,D,Estrategias de lectura,Lectura,,
CUB,cu,27,9,Cuba,1,B,Decodificación,Lectura,"Continuar prestando atención a la pronunciación correcta de todo tipo de palabras, y en especial, a aquellas con complejidades como mn, cc, diptongos y a las que presenten sílabas inversas y mixtas terminadas en s, r, l, d (3° grado).","Ejercitación de habilidades logradas con relación a la corrección, fluidez, expresividad y comprensión de la lectura (6° grado)."
CUB,cu,5,0,Cuba,1,E,Reflexión y evaluación,Lectura,Valorar la conducta de los personajes de la lectura (3° grado,No hay ejemplos en el currículo de este país.
CUB,cu,,2,Cuba,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,"Movimientos de la naturaleza; fuentes y tipos de energía; transformaciones de energía, uso por el hombre."
