pais,cod_pais,grado,dominio,estimulo,indicador,variable,grupo,asterisco,categoria_1,categoria_2,categoria_3,categoria_4,porcentaje_acuerdo,nota
Colombia,co,3,Textual,Carta,Coherencia global,Ruralidad,Zona Urbana,0,1.40,2.81,11.49,84.30,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Coherencia global,Ruralidad,Zona Rural,0,3.88,6.60,10.62,78.90,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Coherencia global,Nacional,País,0,2.00,3.70,11.30,83.00,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Cohesión,Sexo,Niños,0,8.81,4.89,40.68,45.62,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Cohesión,Sexo,Niñas,0,8.16,4.70,37.09,50.06,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Cohesión,Ruralidad,Zona Urbana,0,7.07,3.96,39.63,49.35,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Cohesión,Ruralidad,Zona Rural,0,12.99,7.46,36.37,43.18,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Cohesión,Nacional,País,1,8.50,4.80,38.90,47.90,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Concordancia,Sexo,Niños,0,0.51,2.20,22.69,74.60,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Concordancia,Sexo,Niñas,0,0.55,2.45,24.83,72.16,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Concordancia,Ruralidad,Zona Urbana,0,0.28,2.42,22.56,74.74,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Concordancia,Ruralidad,Zona Rural,0,1.34,2.02,27.56,69.09,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Concordancia,Nacional,País,0,0.50,2.30,23.80,73.40,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Vocabulario,Sexo,Niños,0,4.29,1.48,20.22,74.01,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Vocabulario,Sexo,Niñas,0,4.78,2.65,17.81,74.76,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Vocabulario,Ruralidad,Zona Urbana,0,3.79,1.81,18.35,76.05,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Vocabulario,Ruralidad,Zona Rural,0,6.91,2.88,21.08,69.12,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,3,Textual,Carta,Vocabulario,Nacional,País,0,4.50,2.10,19.00,74.40,8.4,"Nota: En los gráficos se excluye el 8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8.4% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Baile,Ortografía inicial,Sexo,Niños,0,8.53,22.27,52.18,17.01,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Baile,Ortografía inicial,Sexo,Niñas,0,8.35,18.72,57.17,15.75,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Baile,Ortografía inicial,Ruralidad,Zona Urbana,0,6.29,20.56,54.82,18.33,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Baile,Ortografía inicial,Ruralidad,Zona Rural,0,14.34,20.18,54.49,10.99,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Baile,Puntuación,Sexo,Niños,0,16.53,1.43,16.59,65.46,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Baile,Puntuación,Sexo,Niñas,0,10.28,1.55,18.37,69.81,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Baile,Puntuación,Ruralidad,Zona Urbana,0,11.06,1.33,18.56,69.05,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Baile,Puntuación,Ruralidad,Zona Rural,0,19.57,1.93,14.58,63.92,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Carta,Ortografía inicial,Sexo,Niños,0,17.59,19.37,44.37,18.66,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Carta,Ortografía inicial,Sexo,Niñas,0,13.13,18.62,49.57,18.68,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Carta,Ortografía inicial,Ruralidad,Zona Urbana,0,11.97,18.13,49.82,20.08,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Carta,Ortografía inicial,Ruralidad,Zona Rural,0,23.81,21.19,39.96,15.04,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Carta,Puntuación,Sexo,Niños,0,16.54,1.04,13.40,69.03,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Carta,Puntuación,Sexo,Niñas,0,10.34,1.19,14.24,74.22,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Carta,Puntuación,Ruralidad,Zona Urbana,0,10.73,1.17,13.28,74.83,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Carta,Puntuación,Ruralidad,Zona Rural,0,20.02,0.98,15.29,63.71,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Baile,Ortografía inicial,Nacional,País,1,8.40,20.50,54.70,16.40,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Baile,Puntuación,Nacional,País,0,13.30,1.50,17.50,67.70,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Carta,Ortografía inicial,Nacional,País,1,15.30,19.00,47.10,18.70,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Convenciones de legibilidad,Carta,Puntuación,Nacional,País,0,13.30,1.10,13.80,71.70,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Baile,Género,Sexo,Niños,0,34.23,34.19,10.66,20.92,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Baile,Género,Sexo,Niñas,0,33.99,29.46,11.35,25.20,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Baile,Género,Ruralidad,Zona Urbana,0,31.11,33.80,11.07,24.02,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Baile,Género,Ruralidad,Zona Rural,0,42.30,26.26,10.86,20.58,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Baile,Género,Nacional,País,1,34.10,31.80,11.00,23.10,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Baile,Propósito y adecuación a la consigna,Sexo,Niños,0,39.03,30.52,7.23,23.22,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Baile,Propósito y adecuación a la consigna,Sexo,Niñas,0,36.81,27.28,5.87,30.04,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Baile,Propósito y adecuación a la consigna,Ruralidad,Zona Urbana,0,35.46,30.05,5.94,28.54,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Baile,Propósito y adecuación a la consigna,Ruralidad,Zona Rural,0,44.56,25.61,8.17,21.66,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Baile,Propósito y adecuación a la consigna,Nacional,País,1,37.90,28.90,6.50,26.70,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Carta,Género,Sexo,Niños,0,57.39,8.64,19.91,14.06,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Carta,Género,Sexo,Niñas,0,53.60,6.88,18.56,20.96,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Carta,Género,Ruralidad,Zona Urbana,0,51.71,8.17,19.88,20.24,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Carta,Género,Ruralidad,Zona Rural,0,65.01,6.57,17.47,10.96,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Carta,Género,Nacional,País,0,55.40,7.70,19.20,17.70,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Carta,Propósito y adecuación a la consigna,Sexo,Niños,0,20.28,7.10,28.93,43.69,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Carta,Propósito y adecuación a la consigna,Sexo,Niñas,0,18.59,6.83,31.90,42.68,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Carta,Propósito y adecuación a la consigna,Ruralidad,Zona Urbana,0,17.83,6.69,29.14,46.34,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Carta,Propósito y adecuación a la consigna,Ruralidad,Zona Rural,0,23.47,7.66,33.93,34.94,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Discursivo,Carta,Propósito y adecuación a la consigna,Nacional,País,1,19.40,7.00,30.50,43.20,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Textual,Baile,Coherencia global,Sexo,Niños,0,3.49,7.50,13.05,75.96,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Textual,Baile,Coherencia global,Sexo,Niñas,0,2.75,6.14,14.04,77.07,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Textual,Baile,Coherencia global,Ruralidad,Zona Urbana,0,3.22,6.82,12.88,77.08,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Textual,Baile,Coherencia global,Ruralidad,Zona Rural,0,2.82,6.77,15.41,74.99,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Textual,Baile,Coherencia global,Nacional,País,1,3.10,6.80,13.60,76.50,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Textual,Baile,Cohesión,Sexo,Niños,0,12.09,12.24,35.54,40.13,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Textual,Baile,Cohesión,Sexo,Niñas,0,11.72,10.87,38.34,39.07,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Textual,Baile,Cohesión,Ruralidad,Zona Urbana,0,11.30,9.13,37.53,42.04,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Textual,Baile,Cohesión,Ruralidad,Zona Rural,0,13.56,18.12,35.42,32.89,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Textual,Baile,Cohesión,Nacional,País,1,11.90,11.50,37.00,39.60,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,3,Textual,Baile,Concordancia,Sexo,Niños,0,0.62,30.40,28.78,40.20,8,"Nota: En los gráficos se excluye el 8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto.8% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
