"cod_pais","pais","dato_pais_grado_3","dato_pais_grado_6","dato_grupo_grado_3","dato_grupo_grado_6","dato_region_grado_3","dato_region_grado_6","letra_magn","letra_ord","materia","nombre_categoria","descripcion_categoria","ej_3grado","ej_6grado","grupo","region"
"co","Colombia","","13.30","","12.00","","11.16","1.00","D","Ciencias","La energ??a y sus manifestaciones","Conocimientos de la noci??n de energ??a. Incluye el calor como una transferencia de energ??a; manifestaciones de energ??a en el planeta; y la noci??n de fuerza.","","","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","","17.80","","11.00","","7.41","1.00","E","Ciencias","La materia y sus transformaciones","Conocimientos de la estructura at??mica y molecular y algunos estados de agregaci??n.Clasificaci??n de los materiales en sustancias puras o mezclas, y descripci??n de algunos m??todos de separaci??n.","","","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","","8.90","","18.00","","17.42","1.00","F","Ciencias","La tierra y el universo","Conocimiento de las capas de la Tierra, su composici??n y din??mica; movimientos ???externos??? del planeta; fen??menos naturales Incluye la noci??n de Sistema Solar; el conocimiento de los planetas y de la Luna.","","Explico las consecuencias del movimiento de las placas tect??nicas sobre la corteza de la Tierra.","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","","20.00","","12.00","","12.78","1.00","G","Ciencias","Seres vivos","Conocimiento sobre el ciclo de vida en los seres vivos, as?? como la noci??n de c??lula, particularmente, de su estructura y funci??n en los seres vivos.","","Explico la estructura de la c??lula y las funciones b??sicas de sus componentes.","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","10.00","6.67","14.00","13.00","8.75","9.26","1.00","A","Escritura","Coherencia y cohesi??n","Caracter??sticas que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos ling????sticos para mantener las oraciones unidas (cohesi??n).","Reviso, socializo y corrijo mis escritos, teniendo en cuenta las propuestas de mis compa??eros y profesor, y atendiendo algunos aspectos gramaticales (concordancia, tiempos verbales, pronombres) y ortogr??ficos (acentuaci??n, may??sculas, signos de puntuaci??n) de la lengua castellana (3?? grado).","Reescribo un texto, teniendo en cuenta aspectos de coherencia (unidad tem??tica, relaciones l??gicas, consecutividad temporal...) y cohesi??n (conectores, pronombres, manejo de modos verbales, puntuaci??n...) (6?? grado).","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","10.00","33.33","27.00","30.00","29.33","28.82","1.00","B","Escritura","Conocimiento sobre el c??digo","Conocimiento del sistema alfab??tico, de grafemas (letras) y fonemas (sonidos). Tambi??n considera aspectos caligr??ficos y ortogr??ficos, y relaciones de significado, (sin??nimos y ant??nimos).","Reviso, socializo y corrijo mis escritos, teniendo en cuenta las propuestas de mis compa??eros y profesor, y atendiendo algunos aspectos (???) ortogr??ficos (acentuaci??n, may??sculas, signos de puntuaci??n) de la lengua castellana (3?? grado).","Identifico en situaciones comunicativas aut??nticas algunas variantes ling????sticas de mi entorno, generadas por ubicaci??n geogr??fica, diferencia social o generacional, profesi??n, oficio, entre otras (6?? grado).","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","20.00","20.00","18.00","22.00","20.87","23.47","1.00","C","Escritura","Escritura Diversidad Textual","Escritura de diversos tipos textuales, los que tienen diferentes prop??sitos comunicativos y formas de organizar la informaci??n seg??n g??nero (cuento, an??cdota, comic, art??culo, etc.)","Elijo el tipo de texto que requiere mi prop??sito comunicativo (3?? grado).","Produzco una primera versi??n del texto narrativo teniendo en cuenta personajes, espacio, tiempos y v??nculos con otros textos y con mi entorno (6?? grado).","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","10.00","6.67","13.00","10.00","15.47","15.10","1.00","D","Escritura","Morfosintaxis","Es lo que se entiende por gram??tica. Comprende la morfolog??a, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexi??n. Tambi??n considera la sintaxis: funciones que adquieren las palabras en una oraci??n (sujeto, verbo, complementos).","Reviso, socializo y corrijo mis escritos, teniendo en cuenta las propuestas de mis compa??eros y profesor, y atendiendo algunos aspectos gramaticales (concordancia, tiempos verbales, pronombres) (???) de la lengua castellana (3?? grado).","Reescribo un texto, teniendo en cuenta aspectos de coherencia (unidad tem??tica, relaciones l??gicas, consecutividad temporal...) y cohesi??n (conectores, pronombres, manejo de modos verbales, puntuaci??n...) (6?? grado).","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","50.00","33.33","28.00","24.00","25.64","23.28","1.00","E","Escritura","Procesos involucrados en la escritura","Procesos cognitivos involucrados en la producci??n escrita, como la planificaci??n, textualizaci??n, revisi??n y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Elaboro un plan para organizar mis ideas (3?? grado).","Produzco una primera versi??n del texto narrativo teniendo en cuenta personajes, espacio, tiempos y v??nculos con otros textos y con mi entorno (6?? grado).","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","8.57","0.00","31.00","19.00","27.02","22.93","1.00","A","Lectura","Comprensi??n lectora literal e inferencial","Identificaci??n de informaci??n expl??cita en el texto (comprensi??n literal) e inferencias realizadas para identificar informaci??n sugerida, no expl??cita, en el texto (comprensi??n inferencial).","Identifico (???) la idea global de un texto (3?? grado).","No hay ejemplos en el curr??culo de este pa??s.","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","14.29","0.00","8.00","4.00","10.70","4.00","1.00","B","Lectura","Decodificaci??n","Proceso de asociaci??n entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonol??gica, precisi??n, fluidez y prosodia.","Entiendo el lenguaje empleado en historietas y otros tipos de textos con im??genes fijas (3?? grado).","No hay ejemplos en el curr??culo de este pa??s.","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","37.14","40.74","33.00","40.00","33.70","39.14","1.00","C","Lectura","Lectura Diversidad Textual","Lectura de diversos tipos y g??neros textuales. Estos tipos textuales y g??neros tienen diferentes prop??sitos comunicativos y formas de organizar la informaci??n (cuento, an??cdota, comic, art??culo, opini??n, etc.).","Leo diferentes clases de textos: manuales, tarjetas, afiches, cartas, peri??dicos, etc. (3?? grado).","Reconozco las caracter??sticas de los diversos tipos de texto que leo (6?? grado).","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","28.57","22.22","18.00","15.00","20.28","19.44","1.00","D","Lectura","Estrategias de lectura","Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensi??n, de anticipaci??n, o hip??tesis acerca del contenido de un texto, etc.).","Elaboro hip??tesis acerca del sentido global de los textos, antes y durante el proceso de lectura; para el efecto, me apoyo en mis conocimientos previos, las im??genes y los t??tulos (3?? grado).","Formulo hip??tesis de comprensi??n acerca de las obras literarias que leo teniendo en cuenta g??nero, tem??tica, ??poca y regi??n (6?? grado).","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","11.43","37.04","11.00","22.00","8.28","14.46","1.00","E","Lectura","Reflexi??n y evaluaci??n","Reflexi??n, valoraci??n y cr??tica del texto por parte del lector. Esto permite identificar el prop??sito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre ??l a nivel de contenido y forma.","Reconozco la funci??n social de los diversos tipos de textos que leo (3?? grado).","Relaciono la forma y el contenido de los textos que leo y muestro c??mo se influyen mutuamente (6?? grado).","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","22.00","35.70","11.00","12.00","9.37","8.99","1.00","A","Matem??tica","Estad??stica y probabilidad","Lectura e interpretaci??n de datos estad??sticos a partir de su representaci??n en tablas, gr??ficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gr??ficos, pictogramas y diagramas.","Caracter??sticas de la poblaci??n y hallazgo de su tama??o a partir de diferentes representaciones estad??sticas. (3?? grado)","Lee y extrae la informaci??n estad??stica publicada en diversas fuentes. (6?? grado)","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","17.10","26.20","20.00","25.00","20.93","22.56","1.00","B","Matem??tica","Geometr??a","Conocimiento de las figuras y cuerpos geom??tricos, su caracterizaci??n, clasificaci??n y construcci??n. Capacidad de establecer relaciones entre ellos y el entorno.","Relaciona objetos de su entorno con formas bidimensionales y tridimensionales, nombra y describe sus elementos. (3?? grado)","Calcular ??ngulos en rectas paralelas cortadas por una transversal y en tri??ngulos. (6?? grado)","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","24.40","11.90","19.00","16.00","21.71","18.19","1.00","C","Matem??tica","Magnitudes y medidas","Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medici??n.","Realiza mediciones de un mismo objeto con otros de diferente tama??o y establece equivalencias entre ellas. (3?? grado)","Estima el resultado de una medici??n sin realizarla, de acuerdo con un referente previo y aplica el proceso de estimaci??n elegido y valora el resultado de acuerdo con los datos y contexto de un problema. (6?? grado)","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","22.00","23.80","45.00","42.00","43.17","46.66","1.00","D","Matem??tica","N??mero y operaciones","Conocimiento de los conjuntos de los n??meros naturales y de los n??meros racionales positivos. C??lculo de las operaciones de adici??n, sustracci??n, multiplicaci??n y divisi??n en esos conjuntos; aplicaci??n de sus propiedades y relaciones.","Propiedades de las operaciones y del Sistema de Numeraci??n Decimal para justificar acciones como: descomposici??n de n??meros, completar hasta la decena m??s cercana, duplicar, cambiar la posici??n, multiplicar abreviadamente por m??ltiplos de 1, entre otros. (3?? grado)","Resuelve problemas en los que intervienen cantidades positivas y negativas en procesos de comparaci??n, transformaci??n y representaci??n. (6?? grado)","Sudam??rica","Am??rica Latina y el Caribe"
"co","Colombia","14.60","2.40","5.00","4.00","4.82","3.61","1.00","E","Matem??tica","Patrones y ??lgebra","Capacidad de identificar, completar y construir regularidades num??ricas y gr??ficas a partir de objetos del entorno, figuras geom??tricas y secuencias num??ricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.","Propuesta de soluciones con base en los datos a pesar de no conocer el n??mero. (3?? grado)","Describe procedimientos para resolver ecuaciones lineales. (6?? grado)","Sudam??rica","Am??rica Latina y el Caribe"
"cr","Costa Rica","","20.00","","17.00","","16.51","1.00","A","Ciencias","Ciencia, tecnolog??a y sociedad","Refiere a la ciencia y la tecnolog??a como construcciones humanas influenciadas por el contexto sociocultural, pol??tico y econ??mico. Incluye temas relativos al impacto de la ciencia y la tecnolog??a en la salud y en el medio ambiente.","","Algunas implicaciones, positivas y negativas, de los avances cient??ficos y tecnol??gicos en la salud, el bienestar humano y el ambiente en general: Modificaciones en el material gen??tico de plantas, animales y otros seres vivos, Producci??n de materiales.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","","25.60","","29.00","","22.54","1.00","B","Ciencias","Cuerpo humano y salud","Conocimiento parcial del cuerpo humano, y comprensi??n de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de ??rganos; conocimiento sobre la importancia de la salud para el bienestar general.","","Componentes del sistema nervioso: C??lulas nerviosas (neuronas); ??rganos del sistema nervioso central (enc??falo: cerebro, cerebelo y el bulbo raqu??deo); M??dula espinal; ??rganos del sistema nervioso perif??rico (nervios).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","","15.60","","10.00","","12.19","1.00","C","Ciencias","Ecolog??a y medioambiente","Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecol??gico en relaci??n con los recursos naturales y su importancia para la vida en el planeta, adem??s de la noci??n de cadena tr??fica, su din??mica general y relevancia.","","Representaci??n, por medio de diferentes formas art??sticas, de sus ideas iniciales de individuo, poblaci??n, comunidad, ecosistema, biosfera.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","","15.00","","11.00","","11.16","1.00","D","Ciencias","La energ??a y sus manifestaciones","Conocimientos de la noci??n de energ??a. Incluye el calor como una transferencia de energ??a; manifestaciones de energ??a en el planeta; y la noci??n de fuerza.","","","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","","9.40","","5.00","","7.41","1.00","E","Ciencias","La materia y sus transformaciones","Conocimientos de la estructura at??mica y molecular y algunos estados de agregaci??n.Clasificaci??n de los materiales en sustancias puras o mezclas, y descripci??n de algunos m??todos de separaci??n.","","","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","","14.40","","15.00","","17.42","1.00","F","Ciencias","La tierra y el universo","Conocimiento de las capas de la Tierra, su composici??n y din??mica; movimientos ???externos??? del planeta; fen??menos naturales Incluye la noci??n de Sistema Solar; el conocimiento de los planetas y de la Luna.","","Caracter??sticas de algunos cuerpos del Sistema Solar: Forma, tama??o, posici??n y movimientos.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","","0.00","","14.00","","12.78","1.00","G","Ciencias","Seres vivos","Conocimiento sobre el ciclo de vida en los seres vivos, as?? como la noci??n de c??lula, particularmente, de su estructura y funci??n en los seres vivos.","","No hay ejemplos en el curr??culo de este pa??s.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","5.56","01.04","2.00","5.00","8.75","9.26","1.00","A","Escritura","Coherencia y cohesi??n","Caracter??sticas que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos ling????sticos para mantener las oraciones unidas (cohesi??n).","Producci??n textual: ???Relaci??n del tema con el contenido (coherencia). ???Relaci??n l??gica de los enunciados (cohesi??n) (???) (3?? grado).","(???) Coherencia entre las ideas (???) (6?? grado).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","37.04","27.08","31.00","28.00","29.33","28.82","1.00","B","Escritura","Conocimiento sobre el c??digo","Conocimiento del sistema alfab??tico, de grafemas (letras) y fonemas (sonidos). Tambi??n considera aspectos caligr??ficos y ortogr??ficos, y relaciones de significado, (sin??nimos y ant??nimos).","Vocabulario b??sico ortogr??fico. Como: Familias de palabras: prefijos y sufijos (3?? grado).","Relaci??n de los cambios sem??nticos a partir de la ubicaci??n de la s??laba t??nica dentro de las palabras (en palabras agudas, graves, esdr??julas, sobreesdr??julas) (6?? grado).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","11.11","35.42","24.00","25.00","20.87","23.47","1.00","C","Escritura","Escritura Diversidad Textual","Escritura de diversos tipos textuales, los que tienen diferentes prop??sitos comunicativos y formas de organizar la informaci??n seg??n g??nero (cuento, an??cdota, comic, art??culo, etc.)","Producci??n textual (???).Elaboraci??n (por s?? mismo) de peque??os textos informativos, narrativos, descriptivos y expositivos en los cuales se visualice claramente la estructura del tipo de texto estudiado (3?? grado).","Tipolog??a textual (???).Utilizaci??n de diferentes tipos de textos (expositivos, narrativos y descriptivos), que sirvan como modelo para diversos prop??sitos en la producci??n textual oral y escrita (noticias, el peri??dico, recados, instrucciones, cuentos, adivinanzas, trabalenguas, chistes, refranes, frases c??lebres, dichos populares, leyendas, entre otros) (6?? grado).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","29.63","31.25","19.00","20.00","15.47","15.10","1.00","D","Escritura","Morfosintaxis","Es lo que se entiende por gram??tica. Comprende la morfolog??a, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexi??n. Tambi??n considera la sintaxis: funciones que adquieren las palabras en una oraci??n (sujeto, verbo, complementos).","Elementos gramaticales. Como: - Art??culos definidos e indefinidos. - Sustantivos. - Adjetivos calificativos. - Pronombre personal y determinativo. - Concordancias entre el art??culo, sustantivo y adjetivo (3?? grado).","Relaci??n entre las partes de la oraci??n y la funci??n que cumplen estos elementos dentro del texto: - Sustantivos comunes y propios. - Adjetivos calificativos y determinantes. - Art??culos definidos e indefinidos. - Verbo. - Conjunci??n. - Adverbio. - Preposici??n (6?? grado).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","16.67","5.21","23.00","22.00","25.64","23.28","1.00","E","Escritura","Procesos involucrados en la escritura","Procesos cognitivos involucrados en la producci??n escrita, como la planificaci??n, textualizaci??n, revisi??n y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Revisi??n textual (???). Ejecuci??n de t??cnicas de revisi??n de textos (3?? grado).","Diferentes tipos de diccionarios (???). Utilizaci??n de soportes escritos (biblioteca, internet, gu??a telef??nica) como ayuda durante el proceso de planificaci??n de la producci??n textual escrita para generar ideas, compartir con otras personas la generaci??n de conocimientos, aprovechar los aportes de los dem??s, entre otras (6?? grado).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","40.63","36.78","23.00","25.00","27.02","22.93","1.00","A","Lectura","Comprensi??n lectora literal e inferencial","Identificaci??n de informaci??n expl??cita en el texto (comprensi??n literal) e inferencias realizadas para identificar informaci??n sugerida, no expl??cita, en el texto (comprensi??n inferencial).","Ideas principales e ideas complementarias del texto. Como: (???) ???Relaci??n de conocimientos previos con los conocimientos del contenido textual (???)(3?? grado).","Reconstrucciones del sentido textual Como: (???) ???Relaci??n de analog??as o/y contrastes con las experiencias previas. ???Relaci??n entre las ideas principales y otros elementos que conforman el texto (???)(6?? grado).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","10.94","0.00","13.00","4.00","10.70","4.00","1.00","B","Lectura","Decodificaci??n","Proceso de asociaci??n entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonol??gica, precisi??n, fluidez y prosodia.","Producci??n textual. Como: - Pronunciaci??n. - Pausas. - Entonaci??n. - Ritmo. - Articulaci??n. - Proyecci??n de la voz (3?? grado).","No hay ejemplos en el curr??culo de este pa??s.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","26.56","17.24","35.00","39.00","33.70","39.14","1.00","C","Lectura","Lectura Diversidad Textual","Lectura de diversos tipos y g??neros textuales. Estos tipos textuales y g??neros tienen diferentes prop??sitos comunicativos y formas de organizar la informaci??n (cuento, an??cdota, comic, art??culo, opini??n, etc.).","4. Tipolog??a textual. Como: ???Estructura (introducci??n, desarrollo y conclusi??n). ???Caracter??sticas del texto en estudio. ???Elementos del texto: v Personajes. v Lugares. v Sucesos. v Moralejas (3?? grado).","9. Diferencias y semejanzas entre los diversos g??neros literarios: ???Estructura y contenido del tipo de texto literario. ???Caracter??sticas de los g??neros literarios (???) (6?? grado).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","20.31","45.98","24.00","26.00","20.28","19.44","1.00","D","Lectura","Estrategias de lectura","Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensi??n, de anticipaci??n, o hip??tesis acerca del contenido de un texto, etc.).","Predictores de lectura. Como: ???Relaci??n de los predictores de lectura (t??tulo, subt??tulos portada, pr??logo, ??ndice, cuerpo del libro, nombre del autor, encabezado, dedicatoria, ep??grafe) con el contenido textual (3?? grado).","Reconstrucciones del sentido textual Como: ???Relaci??n entre los predictores textuales y las hip??tesis textuales (???) (6?? grado).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","1.56","0.00","5.00","6.00","8.28","14.46","1.00","E","Lectura","Reflexi??n y evaluaci??n","Reflexi??n, valoraci??n y cr??tica del texto por parte del lector. Esto permite identificar el prop??sito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre ??l a nivel de contenido y forma.","(???) Prop??sito comunicativo (3?? grado).","No hay ejemplos en el curr??culo de este pa??s.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","18.10","9.90","7.00","5.00","9.37","8.99","1.00","A","Matem??tica","Estad??stica y probabilidad","Lectura e interpretaci??n de datos estad??sticos a partir de su representaci??n en tablas, gr??ficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gr??ficos, pictogramas y diagramas.","Resumir los datos por medio de cuadros que incluyan frecuencias absolutas o gr??ficos de barras. (3?? grado)","La probabilidad de cualquier evento es un valor num??rico entre y 1 inclusive (6?? grado)","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","24.10","29.60","22.00","20.00","20.93","22.56","1.00","B","Matem??tica","Geometr??a","Conocimiento de las figuras y cuerpos geom??tricos, su caracterizaci??n, clasificaci??n y construcci??n. Capacidad de establecer relaciones entre ellos y el entorno.","Clasificar pol??gonos seg??n el n??mero de sus lados (tri??ngulo, cuadril??tero, pent??gono, hex??gono). (3?? grado)","Identificar elementos de una circunferencia (di??metro, radio, centro, cuerda, ??ngulo central, cuadrante). (6?? grado)","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","36.10","18.30","25.00","20.00","21.71","18.19","1.00","C","Matem??tica","Magnitudes y medidas","Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medici??n.","Realizar conversiones de medida entre el metro, sus m??ltiplos y subm??ltiplos. (3?? grado)","Establecer relaciones entre el dec??metro c??bico y el litro, as?? como m??ltiplos y subm??ltiplos de ellos.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","16.90","38.00","42.00","51.00","43.17","46.66","1.00","D","Matem??tica","N??mero y operaciones","Conocimiento de los conjuntos de los n??meros naturales y de los n??meros racionales positivos. C??lculo de las operaciones de adici??n, sustracci??n, multiplicaci??n y divisi??n en esos conjuntos; aplicaci??n de sus propiedades y relaciones.","Representar sumas y restas en la recta num??rica. (3?? grado)","Aplicar los conceptos de divisibilidad, divisor, factor y m??ltiplo de un n??mero natural en la resoluci??n de problemas. (6?? grado)","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cr","Costa Rica","4.80","4.20","4.00","3.00","4.82","3.61","1.00","E","Matem??tica","Patrones y ??lgebra","Capacidad de identificar, completar y construir regularidades num??ricas y gr??ficas a partir de objetos del entorno, figuras geom??tricas y secuencias num??ricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.","Plantear y resolver problemas que involucran valores faltantes en una tabla o expresi??n matem??tica. (3?? grado)","Plantear y resolver problemas aplicando ecuaciones de primer grado.} (6?? grado)","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cu","Cuba","","2.00","","17.00","","16.51","1.00","A","Ciencias","Ciencia, tecnolog??a y sociedad","Refiere a la ciencia y la tecnolog??a como construcciones humanas influenciadas por el contexto sociocultural, pol??tico y econ??mico. Incluye temas relativos al impacto de la ciencia y la tecnolog??a en la salud y en el medio ambiente.","","Movimientos de la naturaleza; fuentes y tipos de energ??a; transformaciones de energ??a, uso por el hombre.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cu","Cuba","","30.00","","29.00","","22.54","1.00","B","Ciencias","Cuerpo humano y salud","Conocimiento parcial del cuerpo humano, y comprensi??n de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de ??rganos; conocimiento sobre la importancia de la salud para el bienestar general.","","Sistema digestivo: concepto, modelamiento, alimentaci??n.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cu","Cuba","","5.00","","10.00","","12.19","1.00","C","Ciencias","Ecolog??a y medioambiente","Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecol??gico en relaci??n con los recursos naturales y su importancia para la vida en el planeta, adem??s de la noci??n de cadena tr??fica, su din??mica general y relevancia.","","Argumentar la importancia de las plantas con flores en la naturaleza y en la vida del hombre.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cu","Cuba","","10.00","","11.00","","11.16","1.00","D","Ciencias","La energ??a y sus manifestaciones","Conocimientos de la noci??n de energ??a. Incluye el calor como una transferencia de energ??a; manifestaciones de energ??a en el planeta; y la noci??n de fuerza.","","","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cu","Cuba","","0.00","","5.00","","7.41","1.00","E","Ciencias","La materia y sus transformaciones","Conocimientos de la estructura at??mica y molecular y algunos estados de agregaci??n.Clasificaci??n de los materiales en sustancias puras o mezclas, y descripci??n de algunos m??todos de separaci??n.","","No hay ejemplos en el curr??culo de este pa??s.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cu","Cuba","","15.00","","15.00","","17.42","1.00","F","Ciencias","La tierra y el universo","Conocimiento de las capas de la Tierra, su composici??n y din??mica; movimientos ???externos??? del planeta; fen??menos naturales Incluye la noci??n de Sistema Solar; el conocimiento de los planetas y de la Luna.","","Relieve continental y submarino: localizaci??n en esfera geogr??fica y mapa, monta??as, llanuras.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cu","Cuba","","38.00","","14.00","","12.78","1.00","G","Ciencias","Seres vivos","Conocimiento sobre el ciclo de vida en los seres vivos, as?? como la noci??n de c??lula, particularmente, de su estructura y funci??n en los seres vivos.","","Explicar la diversidad y la unidad como caracter??sticas de los organismos.","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cu","Cuba","0.00","1.52","2.00","5.00","8.75","9.26","1.00","A","Escritura","Coherencia y cohesi??n","Caracter??sticas que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos ling????sticos para mantener las oraciones unidas (cohesi??n).","No hay ejemplos en el curr??culo de este pa??s.","Distinguir y emplear las conjunciones y (e), ni, o (u), sino, pero, mas (6?? grado).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cu","Cuba","61.00","46.00","31.00","28.00","29.33","28.82","1.00","B","Escritura","Conocimiento sobre el c??digo","Conocimiento del sistema alfab??tico, de grafemas (letras) y fonemas (sonidos). Tambi??n considera aspectos caligr??ficos y ortogr??ficos, y relaciones de significado, (sin??nimos y ant??nimos).","Ortograf??a de palabras de uso frecuente y no sujetas a reglas (3?? grado).","Otros usos de may??scula en siglas, algunas abreviaturas, nombres de instituciones y organizaciones. La tilde en las may??sculas (6?? grado).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cu","Cuba","10.39","15.15","24.00","25.00","20.87","23.47","1.00","C","Escritura","Escritura Diversidad Textual","Escritura de diversos tipos textuales, los que tienen diferentes prop??sitos comunicativos y formas de organizar la informaci??n seg??n g??nero (cuento, an??cdota, comic, art??culo, etc.)","Carta y sus partes (3?? grado).","Redactar composiciones narrativas, cartas y telegramas (6?? grado).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
"cu","Cuba","18.18","24.24","19.00","20.00","15.47","15.10","1.00","D","Escritura","Morfosintaxis","Es lo que se entiende por gram??tica. Comprende la morfolog??a, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexi??n. Tambi??n considera la sintaxis: funciones que adquieren las palabras en una oraci??n (sujeto, verbo, complementos).","Ejercitar la distinci??n de sustantivos propios (3?? grado).","Distinguir el antepresente y el antepret??rito del modo indicativo y conjugar verbos en esos tiempos (6?? grado).","Centroam??rica, M??xico y el Caribe","Am??rica Latina y el Caribe"
